date,Qualification,geography_name,geography_code,school_type_group,Institution,subject_area,Subject,Number at grade A*.,Number at grade A.,Number at grade B.,Number at grade C.,Number at grade D.,Number at grade E.,Number at grade U.,Exam entries,astar_a_grade_achieved,astar_b_grade_achieved,astar_c_grade_achieved,astar_d_grade_achieved,astar_e_grade_achieved,Percent achieving grade A*,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,Percent achieving grade A* - A,Percent achieving grade A* - B,Percent achieving grade A* - C,Percent achieving grade A* - D,Percent achieving grade A* - E
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Food Technology,2,0,2,1,0,0,0,5,2,4,5,5,5,40,0,40,20,0,0,40,80,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Polish,0,4,1,1,0,0,0,6,4,5,6,6,6,0,66.66667,16.66667,16.66667,0,0,66.66667,83.33333,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Accounting and Finance,Total Accounting and finance,1,2,6,5,5,2,0,21,3,9,14,19,21,4.7619,9.52381,28.57143,23.80952,23.80952,9.52381,14.28571,42.85714,66.66667,90.47619,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Expressive Arts & Performance Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Russian,2,3,0,0,0,0,0,5,5,5,5,5,5,40,60,0,0,0,0,100,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Product Design,2,8,22,28,28,17,4,109,10,32,60,88,105,1.83486,7.33945,20.18349,25.68807,25.68807,15.59633,9.17431,29.3578,55.04587,80.73394,96.33028
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science - other,Science in Society,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science -Biology,Total Biology,28,95,138,168,88,62,27,606,123,261,429,517,579,4.62046,15.67657,22.77228,27.72277,14.52145,10.23102,20.29703,43.06931,70.79208,85.31353,95.54455
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Art and design,3,7,30,20,14,5,1,81,10,40,60,74,79,3.7037,8.64198,37.03704,24.69136,17.28395,6.17284,12.34568,49.38272,74.07407,91.35802,97.53086
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Film Studies,0,4,12,14,5,2,0,37,4,16,30,35,37,0,10.81081,32.43243,37.83784,13.51351,5.40541,10.81081,43.24324,81.08108,94.59459,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Systems & Control,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Law,Total Law,11,37,54,70,64,30,15,281,48,102,172,236,266,3.91459,13.16726,19.21708,24.91103,22.7758,10.67616,17.08185,36.29893,61.20996,83.98577,94.66192
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Ancient History,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Physical Education,Physical Education/Sports Studies,2,7,22,18,26,14,3,92,9,31,49,75,89,2.17391,7.6087,23.91304,19.56522,28.26087,15.21739,9.78261,33.69565,53.26087,81.52174,96.73913
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,General studies,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Music,Music,1,3,13,10,6,2,0,35,4,17,27,33,35,2.85714,8.57143,37.14286,28.57143,17.14286,5.71429,11.42857,48.57143,77.14286,94.28571,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Business Studies,Total Business Studies,11,21,80,96,80,29,11,331,32,112,208,288,317,3.32326,6.34441,24.16918,29.00302,24.16918,8.76133,9.66767,33.83686,62.83988,87.00906,95.77039
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,3d Studies,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,100,0,0,0,0,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages,French,7,14,20,11,3,3,0,58,21,41,52,55,58,12.06897,24.13793,34.48276,18.96552,5.17241,5.17241,36.2069,70.68966,89.65517,94.82759,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Textiles Technology,0,1,1,2,1,1,0,6,1,2,4,5,6,0,16.66667,16.66667,33.33333,16.66667,16.66667,16.66667,33.33333,66.66667,83.33333,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Italian,0,1,2,2,1,0,0,6,1,3,5,6,6,0,16.66667,33.33333,33.33333,16.66667,0,16.66667,50,83.33333,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Sociology,Total Sociology,20,66,136,108,80,19,15,447,86,222,330,410,429,4.47427,14.7651,30.42506,24.16107,17.89709,4.25056,19.23937,49.66443,73.8255,91.7226,95.97315
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science -Physics,Total Physics,18,61,73,53,52,37,15,311,79,152,205,257,294,5.78778,19.61415,23.47267,17.0418,16.72026,11.89711,25.40193,48.8746,65.9164,82.63666,94.53376
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Fine Art,10,22,52,22,7,1,0,115,32,84,106,113,114,8.69565,19.13043,45.21739,19.13043,6.08696,0.86957,27.82609,73.04348,92.17391,98.26087,99.13043
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Music,Music Technology,0,0,0,3,3,2,0,8,0,0,3,6,8,0,0,0,37.5,37.5,25,0,0,37.5,75,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science -Chemistry,Total Chemistry,26,104,116,131,106,41,19,548,130,246,377,483,524,4.74453,18.9781,21.16788,23.90511,19.34307,7.48175,23.72263,44.89051,68.79562,88.13869,95.62044
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Textiles,1,1,8,6,11,5,3,35,2,10,16,27,32,2.85714,2.85714,22.85714,17.14286,31.42857,14.28571,5.71429,28.57143,45.71429,77.14286,91.42857
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Home Economics,Home Economics (Food),0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,100,0,0,0,0,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Media/Film/Tv Studies,1,19,58,71,32,7,3,191,20,78,149,181,188,0.52356,9.94764,30.36649,37.17277,16.75393,3.66492,10.4712,40.8377,78.01047,94.7644,98.42932
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Japanese,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Maths,103,208,151,128,70,52,16,729,311,462,590,660,712,14.12894,28.53224,20.71331,17.5583,9.60219,7.13306,42.66118,63.37449,80.93278,90.53498,97.66804
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages,Spanish,6,22,15,18,11,2,1,75,28,43,61,72,74,8,29.33333,20,24,14.66667,2.66667,37.33333,57.33333,81.33333,96,98.66667
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Total Art & Design,22,40,126,82,58,21,5,356,62,188,270,328,349,6.17978,11.23596,35.39326,23.03371,16.29213,5.89888,17.41573,52.80899,75.8427,92.13483,98.03371
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Chinese,0,1,1,3,0,0,0,5,1,2,5,5,5,0,20,20,60,0,0,20,40,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Geography,Geography,8,51,90,99,53,14,5,320,59,149,248,301,315,2.5,15.9375,28.125,30.9375,16.5625,4.375,18.4375,46.5625,77.5,94.0625,98.4375
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,All subjects,Total subjects,405,1249,1981,2061,1316,582,197,7816,1654,3635,5696,7012,7594,5.18168,15.98004,25.34545,26.36899,16.83726,7.44626,21.16172,46.50716,72.87615,89.71341,97.15967
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Bengali,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Computer Science,Total Computer Science,2,12,20,24,17,9,12,96,14,34,58,75,84,2.08333,12.5,20.83333,25,17.70833,9.375,14.58333,35.41667,60.41667,78.125,87.5
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths - Further,Total Further Mathematics,25,29,24,17,11,4,1,111,54,78,95,106,110,22.52252,26.12613,21.62162,15.31532,9.90991,3.6036,48.64865,70.27027,85.58559,95.4955,99.0991
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,General studies,Total General studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Persian,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Total Arts,5,38,102,114,54,16,3,332,43,145,259,313,329,1.50602,11.44578,30.72289,34.33735,16.26506,4.81928,12.95181,43.6747,78.01205,94.27711,99.09639
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Classical Civilisation,0,6,11,12,5,6,0,40,6,17,29,34,40,0,15,27.5,30,12.5,15,15,42.5,72.5,85,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science - other,Geology,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Graphics,3,3,7,1,5,0,0,19,6,13,14,19,19,15.78947,15.78947,36.84211,5.26316,26.31579,0,31.57895,68.42105,73.68421,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Creative Writing,0,1,1,6,1,0,0,9,1,2,8,9,9,0,11.11111,11.11111,66.66667,11.11111,0,11.11111,22.22222,88.88889,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Drama & Theatre Studies,4,14,31,23,16,7,0,95,18,49,72,88,95,4.21053,14.73684,32.63158,24.21053,16.84211,7.36842,18.94737,51.57895,75.78947,92.63158,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Gujarati,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Design and technology,Total D&T,4,9,25,31,29,18,4,120,13,38,69,98,116,3.33333,7.5,20.83333,25.83333,24.16667,15,10.83333,31.66667,57.5,81.66667,96.66667
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Geography,Total Geography,8,51,90,99,53,14,5,320,59,149,248,301,315,2.5,15.9375,28.125,30.9375,16.5625,4.375,18.4375,46.5625,77.5,94.0625,98.4375
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,All STEM subjects,Total STEM subjects,203,512,531,533,355,209,90,2441,715,1246,1779,2134,2343,8.31626,20.97501,21.75338,21.83531,14.54322,8.56206,29.29127,51.04465,72.87997,87.42319,95.98525
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Urdu,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Classical Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages,German,0,7,5,1,4,0,0,17,7,12,13,17,17,0,41.17647,29.41176,5.88235,23.52941,0,41.17647,70.58824,76.47059,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,Photography,5,7,28,33,21,10,1,105,12,40,73,94,104,4.7619,6.66667,26.66667,31.42857,20,9.52381,11.42857,38.09524,69.52381,89.52381,99.04762
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Logic/Philosophy,Total Logic/ Philosophy,0,0,3,1,3,2,0,9,0,3,4,7,9,0,0,33.33333,11.11111,33.33333,22.22222,0,33.33333,44.44444,77.77778,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Home Economics,Total Home Economics,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,100,0,0,0,0,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Mathematics (Pure),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Use of mathematics,1,3,9,12,11,4,0,40,4,13,25,36,40,2.5,7.5,22.5,30,27.5,10,10,32.5,62.5,90,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Economics,Total Economics,13,55,57,50,28,16,6,226,68,125,175,203,219,5.75221,24.33628,25.22124,22.12389,12.38938,7.07965,30.0885,55.30973,77.43363,89.82301,96.90265
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Government and politics,Total Government and Politics,7,33,51,37,23,5,4,160,40,91,128,151,156,4.375,20.625,31.875,23.125,14.375,3.125,25,56.875,80,94.375,97.5
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,General studies,General Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Citizenship studies,Total Citizenship studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Portuguese,0,2,0,2,2,0,0,6,2,2,4,6,6,0,33.33333,0,33.33333,33.33333,0,33.33333,33.33333,66.66667,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Physical Education,Dance,1,2,2,0,0,0,0,5,3,5,5,5,5,20,40,40,0,0,0,60,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Maths,Total Maths,104,211,160,140,81,56,16,769,315,475,615,696,752,13.52406,27.43823,20.80624,18.20546,10.53316,7.28218,40.96229,61.76853,79.97399,90.50715,97.78934
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,English,Total English,27,92,247,324,172,45,9,919,119,366,690,862,907,2.93798,10.01088,26.87704,35.25571,18.716,4.89663,12.94886,39.8259,75.08161,93.79761,98.69423
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science - other,Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Physical Education,Total Physical Education,3,9,24,18,26,14,3,97,12,36,54,80,94,3.09278,9.27835,24.74227,18.5567,26.80412,14.43299,12.37113,37.1134,55.6701,82.47423,96.90722
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Music,Total Music,1,3,13,13,9,4,0,43,4,17,30,39,43,2.32558,6.97674,30.23256,30.23256,20.93023,9.30233,9.30233,39.53488,69.76744,90.69767,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,English,English language & literature,0,7,15,23,17,1,1,64,7,22,45,62,63,0,10.9375,23.4375,35.9375,26.5625,1.5625,10.9375,34.375,70.3125,96.875,98.4375
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Psychology,Total Psychology,15,82,158,207,127,69,20,681,97,255,462,589,658,2.20264,12.04112,23.20117,30.39648,18.64905,10.13216,14.24376,37.44493,67.84141,86.49046,96.62261
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,English,English language,2,31,112,172,81,23,5,427,33,145,317,398,421,0.46838,7.25995,26.22951,40.28103,18.96956,5.38642,7.72834,33.95785,74.23888,93.20843,98.59485
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,History,Total History,25,95,149,164,86,36,3,559,120,269,433,519,555,4.47227,16.99463,26.65474,29.3381,15.38462,6.44007,21.46691,48.12165,77.45975,92.84436,99.28444
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,All facilitating subjects,Total facilitating subjects,277,763,909,928,561,272,90,3811,1040,1949,2877,3438,3710,7.26843,20.02099,23.85201,24.35056,14.72055,7.13723,27.28943,51.14143,75.492,90.21254,97.34978
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,ICT,Total ICT,1,3,7,8,8,7,0,34,4,11,19,27,34,2.94118,8.82353,20.58824,23.52941,23.52941,20.58824,11.76471,32.35294,55.88235,79.41176,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Welsh (Second Language),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Total Other Modern Languages,6,23,8,9,3,0,0,49,29,37,46,49,49,12.2449,46.93878,16.32653,18.36735,6.12245,0,59.18367,75.5102,93.87755,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Science - other,Total Other Sciences,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Punjabi,1,1,1,0,0,0,0,3,2,3,3,3,3,33.33333,33.33333,33.33333,0,0,0,66.66667,100,100,100,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Classical studies,Total Classical studies,0,6,11,12,5,6,0,40,6,17,29,34,40,0,15,27.5,30,12.5,15,15,42.5,72.5,85,100
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,English,English literature,25,54,120,129,74,21,3,428,79,199,328,402,423,5.84112,12.61682,28.03738,30.14019,17.28972,4.90654,18.45794,46.49533,76.63551,93.92523,98.83178
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages,Total Modern languages including Other,19,66,48,39,21,5,1,199,85,133,172,193,198,9.54774,33.16583,24.1206,19.59799,10.55276,2.51256,42.71357,66.83417,86.43216,96.98492,99.49749
2017/18,A level,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Dutch,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Art & Design,Critical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Welsh,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Arabic,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Religious Studies,Total Religious Studies,1,7,14,8,11,2,1,44,8,22,30,41,43,2.27273,15.90909,31.81818,18.18182,25,4.54545,18.18182,50,68.18182,93.18182,97.72727
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Design and technology,D&T Food Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Polish,0,1,2,0,1,0,0,4,1,3,3,4,4,0,25,50,0,25,0,25,75,75,100,100
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Accounting and Finance,Total Accounting and finance,1,6,10,8,7,1,1,34,7,17,25,32,33,2.94118,17.64706,29.41176,23.52941,20.58824,2.94118,20.58824,50,73.52941,94.11765,97.05882
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Arts,Expressive Arts & Performance Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Modern languages - other,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
