date,Qualification,geography_name,geography_code,school_type_group,Institution,subject_area,Subject,Number at grade A*.,Number at grade A.,Number at grade B.,Number at grade C.,Number at grade D.,Number at grade E.,Number at grade U.,Exam entries,astar_a_grade_achieved,astar_b_grade_achieved,astar_c_grade_achieved,astar_d_grade_achieved,astar_e_grade_achieved,Percent achieving grade A*,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,Percent achieving grade A* - A,Percent achieving grade A* - B,Percent achieving grade A* - C,Percent achieving grade A* - D,Percent achieving grade A* - E
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,General studies,General Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,0,1,7,13,7,3,0,31,1,8,21,28,31,0,3.22581,22.58065,41.93548,22.58065,9.67742,3.22581,25.80645,67.74194,90.32258,100
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Religious Studies,Total Religious Studies,1,8,16,13,10,4,1,53,9,25,38,48,52,1.88679,15.09434,30.18868,24.5283,18.86792,7.54717,16.98113,47.16981,71.69811,90.56604,98.11321
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages,German,0,1,1,0,0,0,0,2,1,2,2,2,2,0,50,50,0,0,0,50,100,100,100,100
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Classical studies,Total Classical studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Music,Total Music,0,1,8,2,1,0,0,12,1,9,11,12,12,0,8.33333,66.66667,16.66667,8.33333,0,8.33333,75,91.66667,100,100
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,3d Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,Wakefield,E08000036,State-funded institutions,All state-funded schools,Psychology,Total Psychology,7,33,69,66,52,11,2,241,40,109,175,227,238,2.90456,13.69295,28.63071,27.38589,21.57676,4.56432,16.59751,45.22822,72.61411,94.19087,98.75519
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Music,Music,0,8,9,13,4,5,0,39,8,17,30,34,39,0,20.51282,23.07692,33.33333,10.25641,12.82051,20.51282,43.58974,76.92308,87.17949,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Art and design,10,10,24,12,6,0,0,62,20,44,56,62,62,16.12903,16.12903,38.70968,19.35484,9.67742,0,32.25806,70.96774,90.32258,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Physical Education,Dance,3,6,4,4,1,1,0,19,9,13,17,18,19,15.78947,31.57895,21.05263,21.05263,5.26316,5.26316,47.36842,68.42105,89.47368,94.73684,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science -Chemistry,Total Chemistry,46,131,130,112,78,52,24,573,177,307,419,497,549,8.02792,22.86213,22.68761,19.54625,13.61257,9.07504,30.89005,53.57766,73.12391,86.73647,95.81152
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science -Biology,Total Biology,41,131,131,150,110,57,14,634,172,303,453,563,620,6.46688,20.66246,20.66246,23.65931,17.35016,8.99054,27.12934,47.7918,71.4511,88.80126,97.7918
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Punjabi,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Economics,Total Economics,17,62,63,59,25,12,2,242,79,142,201,226,238,7.02479,25.61983,26.03306,24.38017,10.33058,4.95868,32.64463,58.67769,83.05785,93.38843,98.34711
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science - other,Geology,0,2,3,5,0,2,1,13,2,5,10,10,12,0,15.38462,23.07692,38.46154,0,15.38462,15.38462,38.46154,76.92308,76.92308,92.30769
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Welsh (Second Language),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Classical Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,English,English language,2,17,54,58,38,4,2,175,19,73,131,169,173,1.14286,9.71429,30.85714,33.14286,21.71429,2.28571,10.85714,41.71429,74.85714,96.57143,98.85714
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,General studies,Total General studies,0,0,4,7,10,1,1,23,0,4,11,21,22,0,0,17.3913,30.43478,43.47826,4.34783,0,17.3913,47.82609,91.30435,95.65217
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Graphics,6,7,9,10,8,7,0,47,13,22,32,40,47,12.76596,14.89362,19.14894,21.2766,17.02128,14.89362,27.65957,46.80851,68.08511,85.10638,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Ancient History,0,2,7,4,0,0,0,13,2,9,13,13,13,0,15.38462,53.84615,30.76923,0,0,15.38462,69.23077,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Classical Civilisation,1,0,8,4,6,0,0,19,1,9,13,19,19,5.26316,0,42.10526,21.05263,31.57895,0,5.26316,47.36842,68.42105,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Expressive Arts & Performance Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science - other,Electronics,0,1,1,3,1,0,0,6,1,2,5,6,6,0,16.66667,16.66667,50,16.66667,0,16.66667,33.33333,83.33333,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,General studies,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Arabic,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,English,English language & literature,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,1,2,6,6,2,2,0,19,3,9,15,17,19,5.26316,10.52632,31.57895,31.57895,10.52632,10.52632,15.78947,47.36842,78.94737,89.47368,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Logic/Philosophy,Total Logic/ Philosophy,0,0,2,7,2,5,1,18,0,2,9,11,16,0,0,11.11111,38.88889,11.11111,27.77778,0,11.11111,50,61.11111,88.88889
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science - other,Total Other Sciences,0,3,4,8,1,2,1,19,3,7,15,16,18,0,15.78947,21.05263,42.10526,5.26316,10.52632,15.78947,36.84211,78.94737,84.21053,94.73684
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,English,English literature,46,66,92,77,37,9,0,327,112,204,281,318,327,14.06728,20.18349,28.13456,23.5474,11.31498,2.75229,34.25076,62.38532,85.93272,97.24771,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Mathematics (Pure),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,Total D&T,5,16,29,34,31,12,3,130,21,50,84,115,127,3.84615,12.30769,22.30769,26.15385,23.84615,9.23077,16.15385,38.46154,64.61538,88.46154,97.69231
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,All subjects,Total subjects,539,1255,1649,1467,947,397,129,6392,1794,3443,4910,5857,6254,8.43242,19.63392,25.79787,22.95056,14.81539,6.21089,28.06633,53.86421,76.81477,91.63016,97.84105
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Music,Music Technology,0,0,3,3,0,0,0,6,0,3,6,6,6,0,0,50,50,0,0,0,50,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Home Economics,Home Economics (Food),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Critical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Photography,11,3,15,33,21,7,0,90,14,29,62,83,90,12.22222,3.33333,16.66667,36.66667,23.33333,7.77778,15.55556,32.22222,68.88889,92.22222,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages,Spanish,5,17,23,12,9,1,0,67,22,45,57,66,67,7.46269,25.37313,34.32836,17.91045,13.43284,1.49254,32.83582,67.16418,85.07463,98.50746,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,English,Total English,48,83,146,135,75,13,2,502,131,277,412,487,500,9.56175,16.53386,29.08367,26.89243,14.94024,2.58964,26.09562,55.17928,82.07171,97.01195,99.60159
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Polish,0,3,0,0,0,0,0,3,3,3,3,3,3,0,100,0,0,0,0,100,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,D&T Food Technology,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,100,0,0,0,0,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Law,Total Law,1,6,2,6,5,2,0,22,7,9,15,20,22,4.54545,27.27273,9.09091,27.27273,22.72727,9.09091,31.81818,40.90909,68.18182,90.90909,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science -Physics,Total Physics,34,63,82,73,52,35,15,354,97,179,252,304,339,9.60452,17.79661,23.16384,20.62147,14.68927,9.88701,27.40113,50.56497,71.18644,85.87571,95.76271
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Accounting and Finance,Total Accounting and finance,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,2,14,13,15,8,7,2,62,16,29,44,52,59,3.22581,22.58065,20.96774,24.19355,12.90323,11.29032,25.80645,46.77419,70.96774,83.87097,95.16129
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Portuguese,1,0,0,0,0,0,0,1,1,1,1,1,1,100,0,0,0,0,0,100,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Total Other Modern Languages,4,8,1,0,0,0,0,13,12,13,13,13,13,30.76923,61.53846,7.69231,0,0,0,92.30769,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Persian,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,All facilitating subjects,Total facilitating subjects,393,876,951,779,501,245,82,3829,1269,2220,2999,3500,3745,10.26378,22.87804,24.83677,20.34474,13.08436,6.39854,33.14181,57.97858,78.32332,91.40768,97.80622
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Science - other,Science in Society,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,History,Total History,30,109,147,104,47,14,6,458,139,286,390,437,451,6.55022,23.79913,32.09607,22.70742,10.26201,3.05677,30.34934,62.44541,85.15284,95.41485,98.47162
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Total Arts,4,27,65,45,32,1,1,175,31,96,141,173,174,2.28571,15.42857,37.14286,25.71429,18.28571,0.57143,17.71429,54.85714,80.57143,98.85714,99.42857
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Total Art & Design,56,42,82,70,43,16,1,310,98,180,250,293,309,18.06452,13.54839,26.45161,22.58065,13.87097,5.16129,31.6129,58.06452,80.64516,94.51613,99.67742
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Film Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Creative Writing,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Home Economics,Total Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Physical Education,Total Physical Education,6,14,30,31,21,13,5,120,20,50,81,102,115,5,11.66667,25,25.83333,17.5,10.83333,16.66667,41.66667,67.5,85,95.83333
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Citizenship studies,Total Citizenship studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Physical Education,Physical Education/Sports Studies,3,8,26,27,20,12,5,101,11,37,64,84,96,2.9703,7.92079,25.74257,26.73267,19.80198,11.88119,10.89109,36.63366,63.36634,83.16832,95.0495
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Media/Film/Tv Studies,1,5,33,29,20,1,1,90,6,39,68,88,89,1.11111,5.55556,36.66667,32.22222,22.22222,1.11111,6.66667,43.33333,75.55556,97.77778,98.88889
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Business Studies,Total Business Studies,7,15,54,66,53,12,5,212,22,76,142,195,207,3.30189,7.07547,25.4717,31.13208,25,5.66038,10.37736,35.84906,66.98113,91.98113,97.64151
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages,French,12,24,26,12,10,1,2,87,36,62,74,84,85,13.7931,27.58621,29.88506,13.7931,11.49425,1.14943,41.37931,71.26437,85.05747,96.55172,97.70115
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Maths,123,178,138,112,76,54,16,698,301,439,551,627,681,17.62178,25.50143,19.77077,16.04585,10.88825,7.73639,43.12321,62.89398,78.93983,89.82808,97.56447
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Geography,Geography,26,98,142,103,68,17,1,455,124,266,369,437,454,5.71429,21.53846,31.20879,22.63736,14.94505,3.73626,27.25275,58.46154,81.0989,96.04396,99.78022
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Italian,3,4,1,0,0,0,0,8,7,8,8,8,8,37.5,50,12.5,0,0,0,87.5,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Gujarati,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Fine Art,27,18,29,15,8,2,1,100,45,74,89,97,99,27,18,29,15,8,2,45,74,89,97,99
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,3,7,20,26,27,10,3,96,10,30,56,83,93,3.125,7.29167,20.83333,27.08333,28.125,10.41667,10.41667,31.25,58.33333,86.45833,96.875
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Bengali,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,Textiles,2,4,5,0,0,0,0,11,6,11,11,11,11,18.18182,36.36364,45.45455,0,0,0,54.54545,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Government and politics,Total Government and Politics,11,29,44,29,17,4,6,140,40,84,113,130,134,7.85714,20.71429,31.42857,20.71429,12.14286,2.85714,28.57143,60,80.71429,92.85714,95.71429
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages,Total Modern languages including Other,23,61,64,33,24,2,3,210,84,148,181,205,207,10.95238,29.04762,30.47619,15.71429,11.42857,0.95238,40,70.47619,86.19048,97.61905,98.57143
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Total Maths,123,178,138,112,76,54,16,698,301,439,551,627,681,17.62178,25.50143,19.77077,16.04585,10.88825,7.73639,43.12321,62.89398,78.93983,89.82808,97.56447
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,D&T Engineering,1,6,3,1,2,0,0,13,7,10,11,13,13,7.69231,46.15385,23.07692,7.69231,15.38462,0,53.84615,76.92308,84.61538,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Sociology,Total Sociology,8,22,60,67,38,16,3,215,30,90,157,195,211,3.72093,10.23256,27.90698,31.16279,17.67442,7.44186,13.95349,41.86047,73.02326,90.69767,98.13953
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages - other,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Design and technology,D&T Systems & Control,0,1,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,All STEM subjects,Total STEM subjects,270,556,519,477,333,210,74,2441,826,1345,1822,2155,2365,11.06104,22.77755,21.26178,19.54117,13.64195,8.60303,33.83859,55.10037,74.64154,88.28349,96.88652
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths - Further,Total Further Mathematics,24,39,25,15,9,5,3,120,63,88,103,112,117,20,32.5,20.83333,12.5,7.5,4.16667,52.5,73.33333,85.83333,93.33333,97.5
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Geography,Total Geography,26,98,142,103,68,17,1,455,124,266,369,437,454,5.71429,21.53846,31.20879,22.63736,14.94505,3.73626,27.25275,58.46154,81.0989,96.04396,99.78022
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,ICT,Total ICT,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,General studies,General Studies,0,0,4,7,10,1,1,23,0,4,11,21,22,0,0,17.3913,30.43478,43.47826,4.34783,0,17.3913,47.82609,91.30435,95.65217
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,3,22,32,16,12,0,0,85,25,57,73,85,85,3.52941,25.88235,37.64706,18.82353,14.11765,0,29.41176,67.05882,85.88235,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Religious Studies,Total Religious Studies,1,29,30,29,15,2,0,106,30,60,89,104,106,0.9434,27.35849,28.30189,27.35849,14.15094,1.88679,28.30189,56.60377,83.96226,98.11321,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Modern languages,German,2,12,14,9,5,0,1,43,14,28,37,42,42,4.65116,27.90698,32.55814,20.93023,11.62791,0,32.55814,65.11628,86.04651,97.67442,97.67442
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Classical studies,Total Classical studies,1,2,15,8,6,0,0,32,3,18,26,32,32,3.125,6.25,46.875,25,18.75,0,9.375,56.25,81.25,100,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Music,Total Music,0,8,12,16,4,5,0,45,8,20,36,40,45,0,17.77778,26.66667,35.55556,8.88889,11.11111,17.77778,44.44444,80,88.88889,100
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Art & Design,3d Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,A level,North Yorkshire,E10000023,State-funded institutions,All state-funded schools,Psychology,Total Psychology,25,73,135,133,97,38,14,517,98,233,366,463,501,4.83559,14.11992,26.11219,25.72534,18.76209,7.3501,18.95551,45.0677,70.79304,89.55513,96.90522
