geography_code,geography_code,skill,geography_name,count,duration
E08000032,E08000032,Microsoft Office,Bradford,391,34.5943396226415
E08000032,E08000032,Microsoft Excel,Bradford,373,29.390977443609
E08000032,E08000032,Microsoft Outlook,Bradford,252,30.6914893617021
E08000032,E08000032,Microsoft Word,Bradford,198,29.1086956521739
E08000032,E08000032,Microsoft PowerPoint,Bradford,125,25.2272727272727
E08000032,E08000032,SAP Applications,Bradford,71,24.6363636363636
E08000032,E08000032,SQL (Programming Language),Bradford,69,29.4583333333333
E08000032,E08000032,Operating Systems,Bradford,66,35.7619047619048
E08000032,E08000032,Reliability Availability Maintainability And Safety Software,Bradford,58,19.9090909090909
E08000032,E08000032,Microsoft Azure,Bradford,57,18.75
E08000032,E08000032,AutoCAD,Bradford,54,48.1818181818182
E08000032,E08000032,Application Programming Interface (API),Bradford,50,25.0384615384615
E08000032,E08000032,Python (Programming Language),Bradford,43,31.0
E08000032,E08000032,SolidWorks (CAD),Bradford,41,33.4444444444444
E08000032,E08000032,Accounting Software,Bradford,39,24.5555555555556
E08000032,E08000032,Adobe Photoshop,Bradford,38,31.7857142857143
E08000032,E08000032,HyperText Markup Language (HTML),Bradford,35,38.625
E08000032,E08000032,Sage 50 (Accounting Software),Bradford,35,39.7857142857143
E08000032,E08000032,Microsoft Office 365,Bradford,33,32.8571428571429
E08000032,E08000032,Cascading Style Sheets (CSS),Bradford,33,34.0
E08000032,E08000032,JavaScript (Programming Language),Bradford,31,34.9565217391304
E08000032,E08000032,Apple IOS,Bradford,31,21.45
E08000032,E08000032,Warehouse Management Systems,Bradford,31,21.7222222222222
E08000032,E08000032,Amazon Web Services,Bradford,29,27.8333333333333
E08000032,E08000032,Management Information Systems,Bradford,29,31.6666666666667
E08000032,E08000032,Microsoft Project,Bradford,29,18.75
E08000032,E08000032,Microsoft Windows 10,Bradford,27,20.0869565217391
E08000032,E08000032,C (Programming Language),Bradford,27,34.5238095238095
E08000032,E08000032,Adobe Illustrator,Bradford,22,29.9583333333333
E08000032,E08000032,C# (Programming Language),Bradford,22,39.8421052631579
E08000032,E08000032,Java (Programming Language),Bradford,20,33.7777777777778
E08000032,E08000032,RESTful API,Bradford,20,21.0
E08000032,E08000032,Git (Version Control System),Bradford,20,22.1666666666667
E08000032,E08000032,Windows Servers,Bradford,20,32.8918918918919
E08000032,E08000032,Active Directory,Bradford,19,35.6666666666667
E08000032,E08000032,Information Technology Infrastructure Library,Bradford,18,19.45
E08000032,E08000032,Microsoft Access,Bradford,18,41.8461538461538
E08000032,E08000032,Linux,Bradford,17,22.3157894736842
E08000032,E08000032,JIRA,Bradford,17,19.5
E08000032,E08000032,Adobe Creative Suite,Bradford,17,26.7894736842105
E08000032,E08000032,Apache Kafka,Bradford,16,31.4117647058824
E08000032,E08000032,Data Lakes,Bradford,16,31.1176470588235
E08000032,E08000032,Software Systems,Bradford,15,47.0857142857143
E08000032,E08000032,Kubernetes,Bradford,14,32.4117647058824
E08000032,E08000032,PHP (Scripting Language),Bradford,14,24.6
E08000032,E08000032,Zoom (Video Conferencing Tool),Bradford,14,17.2727272727273
E08000032,E08000032,Payroll Systems,Bradford,14,53.2857142857143
E08000032,E08000032,Docker (Software),Bradford,13,32.0
E08000032,E08000032,Tableau (Business Intelligence Software),Bradford,13,20.6315789473684
E08000032,E08000032,Adobe InDesign,Bradford,13,34.5789473684211
E08000032,E08000032,Enterprise Application Software,Bradford,13,47.6842105263158
E08000032,E08000032,ASP.NET MVC Framework,Bradford,13,42.5555555555556
E08000032,E08000032,WordPress,Bradford,13,23.4
E08000032,E08000032,Microsoft Teams,Bradford,12,22.12
E08000032,E08000032,Microsoft 365,Bradford,12,31.8918918918919
E08000032,E08000032,Apache Spark,Bradford,11,21.421052631579
E08000032,E08000032,Firewall,Bradford,11,22.8571428571429
E08000032,E08000032,Microsoft Visio,Bradford,11,19.5238095238095
E08000032,E08000032,Microsoft Software,Bradford,11,60.0
E08000032,E08000032,Node.js,Bradford,10,36.3684210526316
E08000032,E08000032,Jenkins,Bradford,10,21.1176470588235
E08000032,E08000032,Windows PowerShell,Bradford,10,19.0869565217391
E08000032,E08000032,Business Software,Bradford,10,27.6666666666667
E08000032,E08000032,React.js,Bradford,9,26.6521739130435
E08000032,E08000032,Spring Framework,Bradford,9,29.2941176470588
E08000032,E08000032,Order Management Systems,Bradford,9,32.1666666666667
E08000032,E08000032,Atlassian Confluence,Bradford,9,36.7222222222222
E08000032,E08000032,Design Software,Bradford,9,55.0
E08000032,E08000032,Extensible Markup Language (XML),Bradford,9,16.75
E08000032,E08000032,Kotlin,Bradford,8,39.0
E08000032,E08000032,Cloud Services,Bradford,8,31.6
E08000032,E08000032,Docker Swarm,Bradford,7,35.0
E08000032,E08000032,Bash (Scripting Language),Bradford,7,20.1764705882353
E08000032,E08000032,Operational Data Store,Bradford,7,26.7222222222222
E08000032,E08000032,Autodesk Revit,Bradford,7,33.0
E08000032,E08000032,NoSQL,Bradford,6,34.0
E08000032,E08000032,Ansible,Bradford,6,22.5882352941176
E08000032,E08000032,HTML5,Bradford,6,24.6315789473684
E08000032,E08000032,Pyspark,Bradford,6,26.7647058823529
E08000032,E08000032,Dynamic Host Configuration Protocol (DHCP),Bradford,6,33.4545454545455
E08000032,E08000032,Technical Data Management Systems,Bradford,6,27.0555555555556
E08000032,E08000032,SQL Server Analysis Services,Bradford,6,30.0
E08000032,E08000032,LinkedIn,Bradford,6,26.1111111111111
E08000032,E08000032,TikTok,Bradford,6,55.1428571428571
E08000032,E08000032,Cisco Meraki,Bradford,6,41.0
E08000032,E08000032,Datadog,Bradford,5,33.0
E08000032,E08000032,WebKit,Bradford,5,56.2
E08000032,E08000032,Adobe After Effects,Bradford,5,31.6666666666667
E08000032,E08000032,Terraform,Bradford,5,26.7647058823529
E08000032,E08000032,Learning Management Systems,Bradford,5,31.1111111111111
E08000032,E08000032,Microsoft SharePoint,Bradford,5,32.9473684210526
E08000032,E08000032,Amazon S3,Bradford,5,16.4444444444444
E08000032,E08000032,Web Applications,Bradford,5,40.7058823529412
E08000032,E08000032,Pinterest,Bradford,5,57.7727272727273
E08000032,E08000032,Microsoft SQL Servers,Bradford,5,26.0
E08000032,E08000032,ASP.NET,Bradford,5,42.5882352941176
E08000032,E08000032,Microsoft Dynamics,Bradford,5,54.1
E08000032,E08000032,PostgreSQL,Bradford,4,26.4705882352941
E08000032,E08000032,Apache Airflow,Bradford,4,41.0
E08000032,E08000032,Chef (Configuration Management Tool),Bradford,4,21.0
E08000032,E08000032,R (Programming Language),Bradford,4,21.3333333333333
E08000032,E08000032,MongoDB,Bradford,4,32.0
E08000032,E08000032,Microsoft Intune (Mobile Device Management Software),Bradford,4,22.6666666666667
E08000032,E08000032,Platform As A Service (PaaS),Bradford,4,16.9130434782609
E08000032,E08000032,Adobe Analytics,Bradford,4,26.1
E08000032,E08000032,Contact Manager (Data Management Software),Bradford,4,37.0
E08000032,E08000032,Puppet (Configuration Management Tool),Bradford,3,22.0
E08000032,E08000032,React Redux,Bradford,3,31.9444444444444
E08000032,E08000032,Go (Programming Language),Bradford,3,28.0
E08000032,E08000032,ServiceNow,Bradford,3,21.7058823529412
E08000032,E08000032,Azure Active Directory,Bradford,3,23.2941176470588
E08000032,E08000032,Adobe Premiere Pro,Bradford,3,31.0
