date,geography_code,geography_name,age_detailed,sex,ethnicity_group,personal_and_community_development_learning,neighbourhood_learning_in_deprived_communities,family_english_maths_and_language,wider_family_learning,total,ach_total,ach_personal_and_community_development_learning,ach_neighbourhood_learning_in_deprived_communities,ach_family_english_maths_and_language,ach_wider_family_learning
2021/22,E07000168,Scarborough,Unknown,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000168,Scarborough,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Female,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,19-24,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Female,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,19-24,Female,White,10,low,low,low,20,10,10,low,low,low
2021/22,E07000169,Selby,19-24,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,19-24,Male,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,19-24,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,19-24,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,19-24,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,19-24,Total,Total,40,low,low,low,40,40,40,low,low,low
2021/22,E07000169,Selby,19-24,Total,White,30,low,low,low,30,30,20,low,low,low
2021/22,E07000169,Selby,25-34,Female,Asian/ Asian British,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,25-34,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Female,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,25-34,Female,Total,60,low,low,10,70,70,50,low,low,10
2021/22,E07000169,Selby,25-34,Female,White,30,low,low,10,40,40,30,low,low,10
2021/22,E07000169,Selby,25-34,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,25-34,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Male,Total,10,low,low,low,20,10,10,low,low,low
2021/22,E07000169,Selby,25-34,Male,White,10,low,low,low,10,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Total,Asian/ Asian British,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,25-34,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,25-34,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,25-34,Total,Total,70,low,low,10,80,80,70,low,low,10
2021/22,E07000169,Selby,25-34,Total,White,40,low,low,10,50,40,30,low,low,10
2021/22,E07000169,Selby,35-44,Female,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Female,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Female,Total,40,low,low,20,70,60,40,low,low,20
2021/22,E07000169,Selby,35-44,Female,White,30,low,low,20,50,50,30,low,low,20
2021/22,E07000169,Selby,35-44,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,35-44,Male,White,10,low,low,low,20,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,35-44,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,35-44,Total,Total,60,low,low,20,90,80,60,low,low,20
2021/22,E07000169,Selby,35-44,Total,White,40,low,low,20,70,60,40,low,low,20
2021/22,E07000169,Selby,45-59,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Female,Total,40,low,low,10,40,40,30,low,low,10
2021/22,E07000169,Selby,45-59,Female,White,30,low,low,10,40,40,30,low,low,10
2021/22,E07000169,Selby,45-59,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,45-59,Male,White,10,low,low,low,20,10,10,low,low,low
2021/22,E07000169,Selby,45-59,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,45-59,Total,Total,50,low,low,10,60,60,50,low,low,10
2021/22,E07000169,Selby,45-59,Total,White,50,low,low,10,50,50,40,low,low,10
2021/22,E07000169,Selby,60+,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Female,Total,40,low,low,low,40,40,40,low,low,low
2021/22,E07000169,Selby,60+,Female,White,40,low,low,low,40,40,40,low,low,low
2021/22,E07000169,Selby,60+,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,60+,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,60+,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,60+,Total,Total,50,low,low,low,50,50,40,low,low,low
2021/22,E07000169,Selby,60+,Total,White,50,low,low,low,50,50,40,low,low,low
2021/22,E07000169,Selby,Total,Female,Asian/ Asian British,30,low,low,low,30,30,30,low,low,low
2021/22,E07000169,Selby,Total,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Female,Not Provided,low,low,low,low,10,10,low,low,low,low
2021/22,E07000169,Selby,Total,Female,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,Total,Female,Total,190,low,low,40,240,230,180,low,low,40
2021/22,E07000169,Selby,Total,Female,White,140,low,low,40,180,170,130,low,low,40
2021/22,E07000169,Selby,Total,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000169,Selby,Total,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Male,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E07000169,Selby,Total,Male,Total,80,low,low,low,90,80,70,low,low,low
2021/22,E07000169,Selby,Total,Male,White,60,low,low,low,60,50,50,low,low,low
2021/22,E07000169,Selby,Total,Total,Asian/ Asian British,40,low,low,low,40,40,40,low,low,low
2021/22,E07000169,Selby,Total,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Total,Total,Not Provided,low,low,low,low,10,10,low,low,low,low
2021/22,E07000169,Selby,Total,Total,Other Ethnic Group,30,low,low,low,30,30,30,low,low,low
2021/22,E07000169,Selby,Total,Total,Total,280,low,low,50,320,300,250,low,low,50
2021/22,E07000169,Selby,Total,Total,White,200,low,low,50,250,220,180,low,low,50
2021/22,E07000169,Selby,Under 19,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Under 19,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000169,Selby,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E08000032,Bradford,19-24,Female,Asian/ Asian British,110,low,low,60,180,170,110,low,low,60
2021/22,E08000032,Bradford,19-24,Female,Black/African/Caribbean/Black British,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,19-24,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,19-24,Female,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,19-24,Female,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,19-24,Female,Total,240,low,10,110,360,350,230,low,low,110
2021/22,E08000032,Bradford,19-24,Female,White,70,low,low,40,120,120,70,low,low,40
2021/22,E08000032,Bradford,19-24,Male,Asian/ Asian British,100,low,10,70,170,170,100,low,low,70
2021/22,E08000032,Bradford,19-24,Male,Black/African/Caribbean/Black British,20,low,low,10,30,30,20,low,low,10
2021/22,E08000032,Bradford,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,10,10,10,low,low,low,10
2021/22,E08000032,Bradford,19-24,Male,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,19-24,Male,Other Ethnic Group,30,low,low,10,30,30,30,low,low,10
2021/22,E08000032,Bradford,19-24,Male,Total,240,low,10,170,420,410,240,low,10,170
2021/22,E08000032,Bradford,19-24,Male,White,100,low,10,80,170,170,100,low,low,80
2021/22,E08000032,Bradford,19-24,Total,Asian/ Asian British,210,low,10,140,350,340,210,low,10,140
2021/22,E08000032,Bradford,19-24,Total,Black/African/Caribbean/Black British,40,low,low,10,50,40,30,low,low,10
2021/22,E08000032,Bradford,19-24,Total,Mixed/ Multiple Ethnic Group,10,low,low,10,20,20,10,low,low,10
2021/22,E08000032,Bradford,19-24,Total,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,19-24,Total,Other Ethnic Group,40,low,low,10,50,50,40,low,low,10
2021/22,E08000032,Bradford,19-24,Total,Total,490,low,20,280,770,760,470,low,10,280
2021/22,E08000032,Bradford,19-24,Total,White,170,low,10,120,290,290,170,low,low,120
2021/22,E08000032,Bradford,25-34,Female,Asian/ Asian British,160,low,10,60,220,210,150,low,low,50
2021/22,E08000032,Bradford,25-34,Female,Black/African/Caribbean/Black British,30,low,low,low,30,30,20,low,low,low
2021/22,E08000032,Bradford,25-34,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,20,20,10,low,low,low
2021/22,E08000032,Bradford,25-34,Female,Not Provided,10,low,low,low,20,20,10,low,low,low
2021/22,E08000032,Bradford,25-34,Female,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,25-34,Female,Total,320,10,20,100,440,400,290,10,10,90
2021/22,E08000032,Bradford,25-34,Female,White,90,low,10,30,130,120,80,low,low,30
2021/22,E08000032,Bradford,25-34,Male,Asian/ Asian British,30,low,low,low,30,30,30,low,low,low
2021/22,E08000032,Bradford,25-34,Male,Black/African/Caribbean/Black British,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,25-34,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000032,Bradford,25-34,Male,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,25-34,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,25-34,Male,Total,120,low,low,10,130,120,120,low,low,10
2021/22,E08000032,Bradford,25-34,Male,White,50,low,low,low,60,50,50,low,low,low
2021/22,E08000032,Bradford,25-34,Total,Asian/ Asian British,190,low,10,60,260,240,180,low,low,60
2021/22,E08000032,Bradford,25-34,Total,Black/African/Caribbean/Black British,50,low,low,low,50,50,40,low,low,low
2021/22,E08000032,Bradford,25-34,Total,Mixed/ Multiple Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,25-34,Total,Not Provided,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,25-34,Total,Other Ethnic Group,30,low,low,low,30,30,30,low,low,low
2021/22,E08000032,Bradford,25-34,Total,Total,440,10,20,110,570,520,400,10,10,100
2021/22,E08000032,Bradford,25-34,Total,White,140,low,10,40,180,170,120,low,10,40
2021/22,E08000032,Bradford,35-44,Female,Asian/ Asian British,270,low,10,70,350,300,230,low,10,70
2021/22,E08000032,Bradford,35-44,Female,Black/African/Caribbean/Black British,30,low,low,10,40,40,30,low,low,low
2021/22,E08000032,Bradford,35-44,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,35-44,Female,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,35-44,Female,Other Ethnic Group,30,low,low,10,40,30,30,low,low,10
2021/22,E08000032,Bradford,35-44,Female,Total,460,10,20,110,580,520,400,10,20,100
2021/22,E08000032,Bradford,35-44,Female,White,110,low,low,20,140,130,100,low,low,20
2021/22,E08000032,Bradford,35-44,Male,Asian/ Asian British,30,low,low,low,40,40,30,low,low,low
2021/22,E08000032,Bradford,35-44,Male,Black/African/Caribbean/Black British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000032,Bradford,35-44,Male,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,35-44,Male,Other Ethnic Group,20,low,low,low,20,20,20,low,low,low
2021/22,E08000032,Bradford,35-44,Male,Total,110,low,low,10,120,110,100,low,low,10
2021/22,E08000032,Bradford,35-44,Male,White,40,low,low,low,40,40,40,low,low,low
2021/22,E08000032,Bradford,35-44,Total,Asian/ Asian British,300,low,10,80,390,340,260,low,10,70
2021/22,E08000032,Bradford,35-44,Total,Black/African/Caribbean/Black British,40,low,low,10,50,50,40,low,low,low
2021/22,E08000032,Bradford,35-44,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,35-44,Total,Not Provided,10,low,low,low,20,20,10,low,low,low
2021/22,E08000032,Bradford,35-44,Total,Other Ethnic Group,50,low,low,10,60,50,40,low,low,10
2021/22,E08000032,Bradford,35-44,Total,Total,560,10,20,110,700,630,500,10,20,110
2021/22,E08000032,Bradford,35-44,Total,White,150,low,low,20,180,160,140,low,low,20
2021/22,E08000032,Bradford,45-59,Female,Asian/ Asian British,210,low,low,20,230,200,190,low,low,10
2021/22,E08000032,Bradford,45-59,Female,Black/African/Caribbean/Black British,30,low,low,low,30,30,30,low,low,low
2021/22,E08000032,Bradford,45-59,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000032,Bradford,45-59,Female,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Female,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Female,Total,420,low,10,30,460,410,370,low,10,30
2021/22,E08000032,Bradford,45-59,Female,White,160,low,low,10,170,160,140,low,low,10
2021/22,E08000032,Bradford,45-59,Male,Asian/ Asian British,40,low,low,low,40,40,40,low,low,low
2021/22,E08000032,Bradford,45-59,Male,Black/African/Caribbean/Black British,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E08000032,Bradford,45-59,Male,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Male,Total,160,low,low,10,160,150,150,low,low,low
2021/22,E08000032,Bradford,45-59,Male,White,80,low,low,low,90,80,80,low,low,low
2021/22,E08000032,Bradford,45-59,Total,Asian/ Asian British,260,low,low,20,280,240,230,low,low,10
2021/22,E08000032,Bradford,45-59,Total,Black/African/Caribbean/Black British,40,low,low,low,50,40,40,low,low,low
2021/22,E08000032,Bradford,45-59,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,low,low,low,low
2021/22,E08000032,Bradford,45-59,Total,Not Provided,10,low,low,low,10,10,10,low,low,low
2021/22,E08000032,Bradford,45-59,Total,Other Ethnic Group,20,low,low,low,30,20,20,low,low,low
2021/22,E08000032,Bradford,45-59,Total,Total,580,low,10,40,630,560,520,low,10,30
2021/22,E08000032,Bradford,45-59,Total,White,240,low,low,20,260,240,220,low,low,10
