date,geography_code,geography_name,age_detailed,sex,ethnicity_group,personal_and_community_development_learning,neighbourhood_learning_in_deprived_communities,family_english_maths_and_language,wider_family_learning,total,ach_total,ach_personal_and_community_development_learning,ach_neighbourhood_learning_in_deprived_communities,ach_family_english_maths_and_language,ach_wider_family_learning
2021/22,E07000165,Harrogate,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,19-24,Female,White,low,low,low,low,10,10,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,19-24,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,Total,20,low,low,low,20,10,10,low,low,low
2021/22,E07000166,Richmondshire,19-24,Total,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,25-34,Female,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,Total,30,low,low,low,30,30,30,low,low,low
2021/22,E07000166,Richmondshire,25-34,Male,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,Total,60,low,low,low,60,60,60,low,low,low
2021/22,E07000166,Richmondshire,25-34,Total,White,40,low,low,low,40,40,40,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,Total,30,low,low,low,30,30,30,low,low,low
2021/22,E07000166,Richmondshire,35-44,Female,White,30,low,low,low,30,20,20,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,35-44,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,Total,50,low,low,low,50,50,40,low,low,low
2021/22,E07000166,Richmondshire,35-44,Total,White,30,low,low,low,40,30,30,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,45-59,Female,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,Total,10,low,low,low,10,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,Total,30,low,low,low,30,30,30,low,low,low
2021/22,E07000166,Richmondshire,45-59,Total,White,30,low,low,low,30,20,20,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,60+,Female,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,60+,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,60+,Total,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,Total,90,low,low,low,90,90,90,low,low,low
2021/22,E07000166,Richmondshire,Total,Female,White,80,low,low,low,90,80,80,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,Total,70,low,low,low,70,70,70,low,low,low
2021/22,E07000166,Richmondshire,Total,Male,White,50,low,low,low,50,40,40,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Black/African/Caribbean/Black British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Other Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,Total,160,low,low,low,170,160,150,low,low,low
2021/22,E07000166,Richmondshire,Total,Total,White,130,low,low,low,130,120,120,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Under 19,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000166,Richmondshire,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,19-24,Female,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000167,Ryedale,19-24,Total,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,Total,20,low,low,low,20,10,10,low,low,low
2021/22,E07000167,Ryedale,25-34,Female,White,20,low,low,low,20,10,10,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,25-34,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,Total,30,low,low,low,30,20,20,low,low,low
2021/22,E07000167,Ryedale,25-34,Total,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,Total,30,low,low,low,30,30,30,low,low,low
2021/22,E07000167,Ryedale,35-44,Female,White,30,low,low,low,30,30,30,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,35-44,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,Total,40,low,low,low,40,40,40,low,low,low
2021/22,E07000167,Ryedale,35-44,Total,White,40,low,low,low,40,40,40,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,Total,50,low,low,low,50,50,50,low,low,low
2021/22,E07000167,Ryedale,45-59,Female,White,50,low,low,low,50,50,50,low,low,low
2021/22,E07000167,Ryedale,45-59,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000167,Ryedale,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
