Thing,Count
2022,75
2021,96
2020,61
2019,60
2018,83
2017,72
2016,62
2015,60
2014,58
2013,42
2012,27
2011,14
2010,20
2009,8
2008,10
2007,14
2006,11
2005,4
2004,4
2003,3
2002,2
2001,1
2000,2
1999,4
1998,1
1996,1
1994,1
1986,1
