Thing,Count
2022,2816130166.64
2021,1224304430.89
2020,804529535.82
2019,368233835.88
2018,4644597576.36
2017,322603450.65
2016,617037276.76
2015,835251376.51
2014,1063812932.1
2013,657415516.21
2012,125787946.83
2011,81401927.78
2010,392147515.33
2009,13910133.56
2008,3736092.93
2007,24340943.05
2006,12647295.34
2005,5494795.12
2004,0
2003,500000
2002,0
2001,4230714.79
2000,0
1999,0
1998,0
1996,0
1994,0
1986,0
