Thing,Count
TLE4,152062
TLE2,49043
TLI3,73
TLI4,58
TLH2,12
TLJ2,10
TLM7,10
TLK1,9
TLD6,9
TLD3,8
TLH1,8
TLE3,7
TLF1,7
TLI5,7
TLF2,6
TLH3,6
TLJ1,6
TLI7,6
TLD4,6
TLI6,6
TLN0,6
TLL2,5
TLJ4,5
TLG3,5
TLJ3,5
TLL1,4
TLM8,4
TLK2,4
TLD7,4
TLC2,3
TLC1,3
TLG2,3
TLK4,3
TLE1,2
TLG1,2
TLF3,2
TLM9,1
TLD1,1
