Thing,Count,Quotient,Latitude,Longitude
Halton,1,0.00461,53.3491209074259,-2.70964887946839
East Hertfordshire,1,0.00192,51.833910581425,0.0223885858206972
Havering,1,0.00116,51.5690361101525,0.204156194185964
Burnley,1,0.00568,53.7923906373827,-2.26323729381047
Wandsworth,1,9.1e-4,51.4541514802156,-0.179633146210229
Exeter,1,0.0027,50.7172852580968,-3.51341083684376
Blackburn with Darwen,1,0.00251,53.7357414616597,-2.47305995161997
Harborough,1,0.00284,52.5065636380311,-1.04024277226893
Colchester,1,0.00181,51.8872410781162,0.888554981692394
East Lindsey,1,0.00497,53.252491479605,0.0764526235115258
East Hampshire,1,0.00242,51.0538125052826,-0.939001795521777
Norwich,1,0.00206,52.6324061335656,1.29117345232862
Rhondda Cynon Taf,1,0.00316,51.6093569736963,-3.38666659364832
South Norfolk,1,0.00396,52.5208327279487,1.2173249219828
Brighton and Hove,1,7.5e-4,50.8322558287112,-0.156523194326598
Stafford,1,0.00359,52.840900476694,-2.13541081278887
South Somerset,1,0.00341,50.9685895051186,-2.69849824032041
Hart,1,0.00386,51.2891047087123,-0.866586827737672
Guildford,1,0.00225,51.2466865033823,-0.567118824014508
Barnet,1,3.3e-4,51.6071355708995,-0.203494782223262
Preston,1,0.00208,53.7732541073143,-2.70472504302104
South Lakeland,1,0.00387,54.2921413513514,-2.85596150565114
Walsall,1,0.00159,52.5931881077638,-1.97729021713425
Chorley,1,0.00338,53.6555671181109,-2.65163360826768
North Tyneside,1,0.00278,55.0209462572691,-1.5036413578775
Caerphilly,1,0.0047,51.6309632572636,-3.19909085172715
Epsom and Ewell,1,0.00373,51.3434543341034,-0.26144917079072
Horsham,1,0.00236,51.019664786138,-0.343900783746386
North Northamptonshire,1,0.00118,52.3876783281504,-0.673285839810879
Sevenoaks,1,0.00199,51.3057668232524,0.181331149148582
Causeway Coast and Glens,1,0.0056,55.0826667070449,-6.68239860535544
Harrow,1,5.4e-4,51.5913153736563,-0.332804230312533
Wychavon,1,0.00212,52.1780897439728,-2.06880553988886
Richmond upon Thames,1,0.00117,51.4474689287312,-0.315815205688174
Bolsover,1,0.00859,53.2005881148649,-1.27491224549547
Stoke-on-Trent,1,0.00212,53.0163230176479,-2.175658898031
North Kesteven,1,0.00471,53.1173033747798,-0.504497666415477
Bromley,1,9.1e-4,51.3942766875847,0.0275367530049971
Fareham,1,0.0034,50.8566862719024,-1.21448873553714
Central Bedfordshire,1,0.00137,51.9728324956867,-0.478444183489742
Newark and Sherwood,1,0.00433,53.10017750439,-0.884829187884109
Swindon,1,0.00212,51.5672871389582,-1.78176144304645
East Riding of Yorkshire,1,0.00141,53.8320289983434,-0.487227444448684
Lewisham,1,0.00131,51.4523381268385,-0.022799834096110302
Ards and North Down,1,0.00495,54.6131726639736,-5.6983004377105
County Durham,1,0.00133,54.7481343555237,-1.60749171764873
Barnsley,1,0.00248,53.5493188976257,-1.47216187706954
