Thing,Count
E37000062,152062
E37000058,49043
E37000051,150
,30
E37000056,12
E37000048,9
E37000003,9
E37000015,8
E37000054,7
E37000045,7
E37000044,7
E37000046,6
E37000057,6
E37000019,6
E37000035,5
E37000025,4
E37000059,4
E37000012,4
E37000016,4
E37000052,4
E37000022,4
E37000021,3
E37000033,3
E37000037,3
E37000009,3
E37000032,3
E37000011,3
E37000061,2
E37000001,2
E37000034,2
E37000060,2
E37000053,1
E37000007,1
E37000038,1
E37000055,1
